4.188250000000000000e+04,3.846666999999999916e+02
4.258300000000000000e+04,1.630000000000000000e+02
4.270750000000000000e+04,1.500000000000000000e+02
4.186000000000000000e+04,4.193333000000000084e+02
4.275800000000000000e+04,1.080000000000000000e+02
4.233250000000000000e+04,1.713333000000000084e+02
4.279700000000000000e+04,7.733329999999999416e+01
4.138300000000000000e+04,7.873333000000000084e+02
4.162350000000000000e+04,4.996666999999999916e+02
4.283500000000000000e+04,1.400000000000000000e+01
4.144900000000000000e+04,5.846666999999999916e+02
4.436700000000000000e+04,9.333299999999999486e+00
4.168500000000000000e+04,4.346666999999999916e+02
4.260050000000000000e+04,1.516666999999999916e+02
4.196950000000000000e+04,3.386666999999999916e+02
4.272950000000000000e+04,1.113332999999999942e+02
4.165950000000000000e+04,4.896666999999999916e+02
4.293600000000000000e+04,1.300000000000000000e+01
4.225450000000000000e+04,2.423333000000000084e+02
4.206150000000000000e+04,2.676666999999999916e+02
4.282050000000000000e+04,7.533329999999999416e+01
