4.180700000000000000e+04,5.500000000000000000e+01
4.127050000000000000e+04,6.800000000000000000e+02
4.151200000000000000e+04,3.166666999999999916e+02
4.239050000000000000e+04,1.000000000000000000e+01
4.126850000000000000e+04,7.460000000000000000e+02
4.113250000000000000e+04,8.186666999999999916e+02
4.159350000000000000e+04,1.830000000000000000e+02
4.137850000000000000e+04,5.420000000000000000e+02
4.179050000000000000e+04,1.290000000000000000e+02
4.151500000000000000e+04,2.490000000000000000e+02
4.157000000000000000e+04,2.390000000000000000e+02
