3.856100000000000000e+04,9.090000000000000000e+02
3.959000000000000000e+04,4.766666999999999916e+02
3.884600000000000000e+04,6.586666999999999916e+02
3.940400000000000000e+04,5.506666999999999916e+02
3.860600000000000000e+04,8.580000000000000000e+02
3.948500000000000000e+04,5.233333000000000084e+02
3.865100000000000000e+04,8.070000000000000000e+02
3.921800000000000000e+04,6.446666999999999916e+02
3.929900000000000000e+04,5.973333000000000084e+02
3.977600000000000000e+04,4.746666999999999916e+02
