4.011500000000000000e+04,2.490000000000000000e+02
4.019200000000000000e+04,2.070000000000000000e+02
3.983000000000000000e+04,3.910000000000000000e+02
3.995000000000000000e+04,3.260000000000000000e+02
3.973400000000000000e+04,4.420000000000000000e+02
4.024100000000000000e+04,1.560000000000000000e+02
4.003000000000000000e+04,3.000000000000000000e+02
4.057200000000000000e+04,2.400000000000000000e+01
4.223750000000000000e+04,0.000000000000000000e+00
4.012800000000000000e+04,2.360000000000000000e+02
3.962000000000000000e+04,6.810000000000000000e+02
3.991700000000000000e+04,3.510000000000000000e+02
3.962100000000000000e+04,5.460000000000000000e+02
4.001000000000000000e+04,3.090000000000000000e+02
4.033200000000000000e+04,1.140000000000000000e+02
4.047900000000000000e+04,6.300000000000000000e+01
4.010300000000000000e+04,2.580000000000000000e+02
